HOVEDSKOLE_INST;INST_NR;INST_NAVN;ENHEDSART;INST_ADR;POSTNR;POSTDISTRIKT;TLF_NR;E_MAIL;WEB_ADR;INST_TYPE_NR;INST_TYPE_NAVN;INST_TYPE_GRUPPE;UNDERV_NIV;INST_LEDER;CVR_NR;KOMMUNE_NR;ADM_KOMMUNE_NAVN;BEL_KOMMUNE;BEL_KOMMUNE_NAVN;BEL_REGION;REGION_NAVN;EJER_KODE;EJERKODE_NAVN;P_NR;VEJKODE;GEO_BREDDE_GRAD;GEO_LAENGDE_GRAD
;280855;Trekløverskolen, Silkeborg;Institution uden enheder;Tinghusvej 16;8620;Kjellerup;8970 2420;kjellerupskole@silkeborg.dk;www.silkeborgkommune.dk;1012;Folkeskoler;Grundskoler mv.;10;Evan Thorhauge;29189641;740;Silkeborg Kommune;740;Silkeborg Kommune;1082;Region Midtjylland;2;Kommunale;1003369445;1833;56,287352;9,42900475
;280856;Funder-Kragelund Skole, Silkeborg;Institution uden enheder;Funder Skolevej 3;8600;Silkeborg;8970 2130;funder.skole@silkeborg.dk;www.silkeborgkommune.dk;1012;Folkeskoler;Grundskoler mv.;10;Charlotte Juhl Andersen;29189641;740;Silkeborg Kommune;740;Silkeborg Kommune;1082;Region Midtjylland;2;Kommunale;1003359579;0458;56,14845861;9,46208257
;280934;KILDEN- Børne- og Ungeunivers;Institution uden enheder;Skolevej 2;9574;Bælum;9988 8020;isojo@rebild.dk;www.rebild.dk;1012;Folkeskoler;Grundskoler mv.;10;Søren Jørgensen;29189463;840;Rebild Kommune;840;Rebild Kommune;1081;Region Nordjylland;2;Kommunale;1003382657;0813;56,83170297;10,11272588
;280937;Lynghedeskolen;Institution uden enheder;Tinghusgade 9;7200;Grindsted;7972 7729;lynghedeskolen@billund.dk;lynghedeskolen.aula.dk;1012;Folkeskoler;Grundskoler mv.;9;Søren Rahbek;29189765;530;Billund Kommune;530;Billund Kommune;1083;Region Syddanmark;2;Kommunale;1003331518;0664;55,75163563;8,92446021
280941;280866;Zealand Business College, 10. klasse;Afdeling (underordnet enhed);Handelsskolevej 3;4700;Næstved;5578 8888;zbc@zbc.dk;www.zbc.dk;1012;Folkeskoler;Grundskoler mv.;10;Michael Kaas-Andersen;10521815;;;370;Næstved Kommune;1085;Region Sjælland;4;Selvejende, statslige;1003401183;0582;55,25137083;11,78470399
280941;281415;ZBC10;Afdeling (underordnet enhed);Ahorn Alle 3;4100;Ringsted;5578 8888;zbc@zbc.dk;www.zbc.dk;1012;Folkeskoler;Grundskoler mv.;10;Michael Kaas Andersen;10521815;;;329;Ringsted Kommune;1085;Region Sjælland;4;Selvejende, statslige;1016724560;0230;55,42856772;11,78470925
;280980;Ole Rømer-Skolen;Institution uden enheder;Gadehavegårdsvej 1;2630;Taastrup;4359 1000;oleroemer-skolen@htk.dk;www.oleroemerskolen.skoleporten.dk;1012;Folkeskoler;Grundskoler mv.;10;Sune Bjerglund Nielsen;19501817;169;Høje-Taastrup Kommune;169;Høje-Taastrup Kommune;1084;Region Hovedstaden;2;Kommunale;1003268817;1949;55,65178206;12,26828451
;281006;Nordøstsalling Skoler og Dagtilbud;Institution uden enheder;Skolevej 11;7870;Roslev;9915 6370;beal@skivekommune.dk;;1012;Folkeskoler;Grundskoler mv.;10;Bettina Alberg;29189579;779;Skive Kommune;779;Skive Kommune;1082;Region Midtjylland;2;Kommunale;1003371383;0733;56,68755654;9,07192498
281009;281082;Herningsholm Erhvervsskole & Gymnasier, 10. klasse;Afdeling (underordnet enhed);Lillelundvej 21;7400;Herning;7213 4500;mail@herningsholm.dk;www.herningsholm.dk;1012;Folkeskoler;Grundskoler mv.;10;Allan Andreasen Kortnum;17783092;;;657;Herning Kommune;1082;Region Midtjylland;4;Selvejende, statslige;1003401730;4645;56,14888855;8,98676133
;281011;Nordenskov-Næsbjerg Skole;Hovedskole (institution med enheder);Troesmosevej 2 Næsbjerg;6800;Varde;7994 8570;naesbjergskole@varde.dk;;1012;Folkeskoler;Grundskoler mv.;10;Ditte Nørskov;29189811;573;Varde Kommune;573;Varde Kommune;1083;Region Syddanmark;2;Kommunale;1003331798;1396;55,6243017;8,59601576
281011;567003;Næsbjerg afdeling;Afdeling (underordnet enhed);Troesmosevej 2, Næsbjerg;6800;Varde;7994 8570;naesbjergskole@varde.dk;www.naesbjergskole.skoleintra.dk;1012;Folkeskoler;Grundskoler mv.;10;Ditte Nørskov;29189811;573;Varde Kommune;573;Varde Kommune;1083;Region Syddanmark;2;Kommunale;1003331798;1396;55,6243017;8,59601576
281011;567006;Nordenskov afdeling;Afdeling (underordnet enhed);Sønderskovvej 107 Nordenskov;6800;Varde;7994 8830;nordenskovskole@varde.dk;www.nordenskovskole.dk;1012;Folkeskoler;Grundskoler mv.;7;Jan Pimenta;29189811;573;Varde Kommune;573;Varde Kommune;1083;Region Syddanmark;2;Kommunale;1003331762;1296;55,64891748;8,67860144
;281013;Blåbjergskolen;Hovedskole (institution med enheder);Sønder Allé 18A;6830;Nørre Nebel;7528 8105;blaabjergskolen@varde.dk;blaabjergskolen.dk;1012;Folkeskoler;Grundskoler mv.;10;Lene Korsgaard;29189811;573;Varde Kommune;573;Varde Kommune;1083;Region Syddanmark;2;Kommunale;1003329162;1268;55,7776152;8,29519109
281013;553004;Blåbjergskolen, Lunde-Kvong afdeling;Afdeling (underordnet enhed);Skolegade 59 Lunde;6830;Nørre Nebel;7528 2107;blaabjergskolen@varde.dk;blaabjergskolen.dk;1012;Folkeskoler;Grundskoler mv.;6;Lene Korsgaard;29189811;573;Varde Kommune;573;Varde Kommune;1083;Region Syddanmark;2;Kommunale;1003329095;1100;55,76247504;8,37023605
281013;553005;Blåbjergskolen, Outrup afd.;Afdeling (underordnet enhed);Storegade 59;6855;Outrup;7525 1082;blaabjergskolen@varde.dk;blaabjergskolen.dk;1012;Folkeskoler;Grundskoler mv.;6;Lene Korsgaard;29189811;573;Varde Kommune;573;Varde Kommune;1083;Region Syddanmark;2;Kommunale;1003329149;1221;55,72451439;8,34002875
281013;553007;Blåbjergskolen, Nr. Nebel afd.;Afdeling (underordnet enhed);Sønder Allé 18;6830;Nørre Nebel;7528 8105;blaabjergskolen@varde.dk;blaabjergskolen.dk;1012;Folkeskoler;Grundskoler mv.;10;Lene Korsgaard;29189811;573;Varde Kommune;573;Varde Kommune;1083;Region Syddanmark;2;Kommunale;1003329162;1268;;
;281053;Skolen i Nordøstamager;Institution uden enheder;Lybækgade 20;2300;København S;2018 3618;sknordoestamager@kk.dk;nordoestamager.aula.dk;1012;Folkeskoler;Grundskoler mv.;9;Karen Marie Feldvoss Beklar, konst.;64942212;101;Københavns Kommune;101;Københavns Kommune;1084;Region Hovedstaden;2;Kommunale;1003254064;4456;55,66310924;12,60884242
;281054;Lindbjergskolen;Institution uden enheder;Frølundvej 39;7400;Herning;9628 7160;lindbjergskolen@herning.dk;;1012;Folkeskoler;Grundskoler mv.;10;Erik Søgaard;29189919;657;Herning Kommune;657;Herning Kommune;1082;Region Midtjylland;2;Kommunale;1024323281;1911;56,13818559;9,06443523
;281060;Sluseholmen Skole;Institution uden enheder;Sluseholmen 8A;2450;København SV;2696 5819;h53i@kk.dk;www.ny-skole-sluseholmen.kk.dk;1012;Folkeskoler;Grundskoler mv.;9;Corinna Hansen;64942212;101;Københavns Kommune;101;Københavns Kommune;1084;Region Hovedstaden;2;Kommunale;1023957546;6608;55,64283095;12,54876337
;281070;Søren Kanne-Skolen;Institution uden enheder;Åboulevarden 64;8500;Grenaa;8959 4600;sks@norddjurs.dk;;1012;Folkeskoler;Grundskoler mv.;10;Jacob Hørlyk;29189986;707;Norddjurs Kommune;707;Norddjurs Kommune;1082;Region Midtjylland;2;Kommunale;1003353727;9650;56,40870934;10,89326516
;281071;Børneby Midt;Institution uden enheder;Glesborg Bygade 81;8585;Glesborg;8959 2290;glesborg-skole@norddjurs.dk;norddjurs-skole-midt.aula.dk;1012;Folkeskoler;Grundskoler mv.;10;Helle Bruun Poulsen;29189986;707;Norddjurs Kommune;707;Norddjurs Kommune;1082;Region Midtjylland;2;Kommunale;1003355949;0337;56,4794207;10,71560821
;281072;Børneby Nord;Institution uden enheder;Plantagevej 11;8961;Allingåbro;8959 4350;boernebynord@norddjurs.dk;;1012;Folkeskoler;Grundskoler mv.;10;Jonna Nielsen;29189986;707;Norddjurs Kommune;707;Norddjurs Kommune;1082;Region Midtjylland;2;Kommunale;1003358547;0808;56,46353105;10,34069675
;281211;Viby Skole;Hovedskole (institution med enheder);Bueager 2;4130;Viby Sjælland;4631 8400;vibyskole@roskilde.dk;www.vibyskole.aula.dk;1012;Folkeskoler;Grundskoler mv.;9;Birgitte Kjær Christensen;29189404;265;Roskilde Kommune;265;Roskilde Kommune;1085;Region Sjælland;2;Kommunale;1003287420;0088;55,55570712;12,01682901
281211;263002;Viby Skole, afdeling Ørstedvej;Afdeling (underordnet enhed);Ørstedvej 63 B;4130;Viby Sjælland;4631 8580;Vibyskole@roskilde.dk;www.vibyskole.aula.dk;1012;Folkeskoler;Grundskoler mv.;10;Birgitte Kjær Christensen;29189404;265;Roskilde Kommune;265;Roskilde Kommune;1085;Region Sjælland;2;Kommunale;1003287638;0780;55,54711739;12,03178734
281211;263004;Viby Skole, afdeling Bueager;Afdeling (underordnet enhed);Bueager 2;4130;Viby Sjælland;4631 8400;VibySkole@roskilde.dk;www.daastrup-skole.dk;1012;Folkeskoler;Grundskoler mv.;10;Birgitte Kjær Christensen;29189404;265;Roskilde Kommune;265;Roskilde Kommune;1085;Region Sjælland;2;Kommunale;1003287420;0088;55,55570712;12,01682901
;281212;Nordskolen;Hovedskole (institution med enheder);Planetvej 30;4040;Jyllinge;4631 7500;nordskolen@roskilde.dk;www.nordskolen-roskilde.aula.dk;1012;Folkeskoler;Grundskoler mv.;9;;29189404;265;Roskilde Kommune;265;Roskilde Kommune;1085;Region Sjælland;2;Kommunale;1003286060;0512;55,75157212;12,10799357
281212;255004;Nordskolen, afdeling Jyllinge;Afdeling (underordnet enhed);Planetvej 30;4040;Jyllinge;4631 7500;Nordskolen@roskilde.dk;www.jyllingeskole.dk;1012;Folkeskoler;Grundskoler mv.;9;Brian Venneberg;29189404;265;Roskilde Kommune;265;Roskilde Kommune;1085;Region Sjælland;2;Kommunale;1003286060;0512;55,75157212;12,10799357
281212;255006;Nordskolen, afdeling Baunehøj;Afdeling (underordnet enhed);Baunegårdsvej 85;4040;Jyllinge;4631 8210;Nordskolen@roskilde.dk;www.baunehoejskolen.dk;1012;Folkeskoler;Grundskoler mv.;10;Jon Lissner;29189404;265;Roskilde Kommune;265;Roskilde Kommune;1085;Region Sjælland;2;Kommunale;1003285921;0028;55,74956972;12,12008115
281219;280489;U/NORD, grundskoleafd. Hillerød;Afdeling (underordnet enhed);Milnersvej 48;3400;Hillerød;4829 0002;info@unord.dk;www.unord.dk;1012;Folkeskoler;Grundskoler mv.;10;Flemming Zachariasen;63504416;;;219;Hillerød Kommune;1084;Region Hovedstaden;4;Selvejende, statslige;1003400904;5571;55,92076517;12,29121876
281219;280490;U/NORD, grundskoleafd. Helsingør;Afdeling (underordnet enhed);Rasmus Knudsens Vej 9;3000;Helsingør;4829 0000;info@unord.dk;www.unord.dk;1012;Folkeskoler;Grundskoler mv.;10;Inge Prip;63504416;;;217;Helsingør Kommune;1084;Region Hovedstaden;4;Selvejende, statslige;1003400898;6486;56,04383446;12,57629428
281219;280498;U/NORD Hillerød 10. klasse;Afdeling (underordnet enhed);Trollesmindealle 24;3400;Hillerød;8852 6500;info@unord.dk;www.unord.dk;1012;Folkeskoler;Grundskoler mv.;10;Flemming Zachariasen;63504416;;;219;Hillerød Kommune;1084;Region Hovedstaden;4;Selvejende, statslige;1003400916;9048;55,92584065;12,283352
281219;280588;U/NORD Lyngby 10. klasse;Afdeling (underordnet enhed);Lundtoftevej 93;2800;Kgs. Lyngby;4829 0000;info@unord.dk;www.unord.dk;1012;Folkeskoler;Grundskoler mv.;10;Rikke Skov-Nielsen;63504416;;;173;Lyngby-Taarbæk Kommune;1084;Region Hovedstaden;4;Selvejende, statslige;1003400837;0527;55,78536984;12,51324968
281219;280589;U/NORD Frederikssund 10. klasse;Afdeling (underordnet enhed);Heimdalsvej 1;3600;Frederikssund;4829 0000;info@unord.dk;www.unord.dk;1012;Folkeskoler;Grundskoler mv.;10;Flemming Zachariasen;63504416;;;250;Frederikssund Kommune;1084;Region Hovedstaden;4;Selvejende, statslige;1003888110;0475;55,84773963;12,06311414
281219;280865;U/NORD, grundskoleafd. Frederikssund, 10. klasse;Afdeling (underordnet enhed);Heimdalsvej 1;3600;Frederikssund;4829 0000;info@unord.dk;www.unord.dk;1012;Folkeskoler;Grundskoler mv.;10;Inge Prip;63504416;;;250;Frederikssund Kommune;1084;Region Hovedstaden;4;Selvejende, statslige;1003888110;0475;55,84773963;12,06311414
;281293;Skolefællesskabet Skals - Ulbjerg Skole;Hovedskole (institution med enheder);Gl. Skolevej 1;8832;Skals;8787 2501;Malha@viborg.dk;skalsskole.aula.dk;1012;Folkeskoler;Grundskoler mv.;9;Malene Holst Andersen;29189846;791;Viborg Kommune;791;Viborg Kommune;1082;Region Midtjylland;2;Kommunale;1003370089;0439;56,55649082;9,40430335
281293;775006;Skals Skole;Afdeling (underordnet enhed);Gammel Skolevej 1;8832;Skals;8787 2500;skole.skals@viborg.dk;skalsskole.aula.dk;1012;Folkeskoler;Grundskoler mv.;9;Malene Holst Andersen;29189846;791;Viborg Kommune;791;Viborg Kommune;1082;Region Midtjylland;2;Kommunale;1003370089;0439;56,55649082;9,40430335
281293;775007;Ulbjerg Skole;Afdeling (underordnet enhed);Fjordglimt 3, Ulbjerg;8832;Skals;8787 2600;skole.ulbjerg@viborg.dk;ulbjergskole.aula.dk;1012;Folkeskoler;Grundskoler mv.;7;Ivan Flarup Hansen;29189846;791;Viborg Kommune;791;Viborg Kommune;1082;Region Midtjylland;2;Kommunale;1003370193;0345;56,62249911;9,34316297
;281294;Skolefællesskabet Mønsted - Sparkær;Hovedskole (institution med enheder);Holstebrovej 188 Mønsted;8800;Viborg;8787 2356;sb1@viborg.dk;moensted-viborgskoler.aula.dk;1012;Folkeskoler;Grundskoler mv.;9;Søren Borup;29189846;791;Viborg Kommune;791;Viborg Kommune;1082;Region Midtjylland;2;Kommunale;1003368802;3547;56,44340257;9,17407186
281294;763001;Mønsted Skole;Afdeling (underordnet enhed);Holstebrovej 188;8800;Viborg;8787 2355;skole.moensted@viborg.dk;moensted-viborgskoler.aula.dk;1012;Folkeskoler;Grundskoler mv.;9;Søren Borup;29189846;791;Viborg Kommune;791;Viborg Kommune;1082;Region Midtjylland;2;Kommunale;1003368802;3547;56,44340257;9,17407186
281294;763005;Sparkær Skole;Afdeling (underordnet enhed);Langgade 32;8800;Viborg;8787 2520;skole.sparkaer@viborg.dk;sparkaer-viborgskoler.aula.dk;1012;Folkeskoler;Grundskoler mv.;7;Flemming Wilkens;29189846;791;Viborg Kommune;791;Viborg Kommune;1082;Region Midtjylland;2;Kommunale;1003368747;0895;56,47477838;9,22758687
;281355;Ung Egedal - Hovedadresse;Hovedskole (institution med enheder);Hindbærvangen 224;2765;Smørum;7259 9200;ungdomsskolen@egekom.dk;www.ungegedal.dk;1012;Folkeskoler;Grundskoler mv.;10;Thomas N. Feldborg Bruun;29188386;240;Egedal Kommune;240;Egedal Kommune;1084;Region Hovedstaden;2;Kommunale;1013551088;0356;55,74730084;12,30086657
281355;235210;Ung Egedal;Afdeling (underordnet enhed);Hindbærvangen 224;2765;Smørum;7259 9200;ungdomsskolen@egekom.dk;www.ungegedal.dk;1012;Folkeskoler;Grundskoler mv.;10;Thomas N. Feldborg Bruun;29188386;240;Egedal Kommune;240;Egedal Kommune;1084;Region Hovedstaden;2;Kommunale;1013551088;0356;55,74730084;12,30086657
281355;281081;Egedal 10. klassecenter;Afdeling (underordnet enhed);Roskildevej 22B;3650;Ølstykke;7259 9200;10.klassecenter@egekom.dk;www.ungegedal.dk/10klasse;1012;Folkeskoler;Grundskoler mv.;10;Thomas Feldborg Bruun;29188386;240;Egedal Kommune;240;Egedal Kommune;1084;Region Hovedstaden;2;Kommunale;1008819951;0727;55,81482596;12,16469358
;281359;Landsbyordningerne i Odder;Hovedskole (institution med enheder);Landevejen 30;8350;Hundslund;8780 3835;hundslundskole@odder.dk;www.hundslundskole.dk;1012;Folkeskoler;Grundskoler mv.;9;Vivian Anditch;32264328;727;Odder Kommune;727;Odder Kommune;1082;Region Midtjylland;2;Kommunale;1003356337;3981;55,91470594;10,05330963
281359;727001;Gylling Skole & Børnehus;Afdeling (underordnet enhed);Gylling Skolegade 13;8300;Odder;8780 3810;gyllingskole@odder.dk;www.gyllingskole.dk;1012;Folkeskoler;Grundskoler mv.;6;Vivian Anditch, afd.leder Erik Bjerrum;32264328;727;Odder Kommune;727;Odder Kommune;1082;Region Midtjylland;2;Kommunale;1003356556;2325;55,8909546;10,1688977
281359;727002;Hou Skole og Børnehus;Afdeling (underordnet enhed);Skolevænget 1, Hou;8300;Odder;8780 3790;houskole@odder.dk;www.hovskole.dk;1012;Folkeskoler;Grundskoler mv.;6;Vivian Anditch;32264328;727;Odder Kommune;727;Odder Kommune;1082;Region Midtjylland;2;Kommunale;1003356593;7070;55,91570732;10,25024571
281359;727003;Hundslund Skole og Børnehus;Afdeling (underordnet enhed);Landevejen 30;8350;Hundslund;8780 3835;hundslundskole@odder.dk;www.hundslundskole.dk;1012;Folkeskoler;Grundskoler mv.;6;Vivian Anditch;32264328;727;Odder Kommune;727;Odder Kommune;1082;Region Midtjylland;2;Kommunale;1003356337;3981;55,91470594;10,05330963
281359;727006;Saksild Skole og Børnehus;Afdeling (underordnet enhed);Rudevej 100;8300;Odder;8780 3850;saxildskole@odder.dk;www.saksildskole.dk;1012;Folkeskoler;Grundskoler mv.;6;Vivian Anditch;32264328;727;Odder Kommune;727;Odder Kommune;1082;Region Midtjylland;2;Kommunale;1003356519;6322;55,98682163;10,23162701
281399;280731;Aarhus Business College, EUD10, Sønderhøj 28;Afdeling (underordnet enhed);Sønderhøj 9;8260;Viby J;8936 3636;aabc@aabc.dk;www.aabc.dk;1012;Folkeskoler;Grundskoler mv.;10;Gitte Nørgaard;48570658;;;751;Aarhus Kommune;1082;Region Midtjylland;4;Selvejende, statslige;1003402075;8235;56,12048119;10,15895939
;281401;Ellehøjskolen;Institution uden enheder;Jernaldervej 5;8210;Aarhus V;8713 9300;elleh@mbu.aarhus.dk;;1012;Folkeskoler;Grundskoler mv.;9;;55133018;751;Aarhus Kommune;751;Aarhus Kommune;1082;Region Midtjylland;2;Kommunale;1003363812;3943;56,16941497;10,15039396
;281405;Ravnholm Skole;Institution uden enheder;Fruerlund 9;2850;Nærum;4611 4860;ravnholmskole@rudersdal.dk;;1012;Folkeskoler;Grundskoler mv.;9;Kristine Juel Sklander;29188378;230;Rudersdal Kommune;230;Rudersdal Kommune;1084;Region Hovedstaden;2;Kommunale;1003272102;0180;55,81386226;12,53408111
;281406;Søholmskolen;Institution uden enheder;Teglporten 9;3460;Birkerød;4611 4820;Soeholmskolen@rudersdal.dk;;1012;Folkeskoler;Grundskoler mv.;9;Annika Palmelund;29188378;230;Rudersdal Kommune;230;Rudersdal Kommune;1084;Region Hovedstaden;2;Kommunale;1003276650;0639;55,84069636;12,43252818
;281407;Holte Skole;Institution uden enheder;Rønnebærvej 33;2840;Holte;4611 4500;holteskole@rudersdal.dk;;1012;Folkeskoler;Grundskoler mv.;9;Søren Wadt;29188378;230;Rudersdal Kommune;230;Rudersdal Kommune;1084;Region Hovedstaden;2;Kommunale;1003988921;0516;55,81488662;12,46576969
;281408;Rude Skov Skole;Institution uden enheder;Ravnsnæsvej 120;3460;Birkerød;4581 2000;rudeskovskole@rudersdal.dk;;1012;Folkeskoler;Grundskoler mv.;9;Hanne Bindseil Møller;29188378;230;Rudersdal Kommune;230;Rudersdal Kommune;1084;Region Hovedstaden;2;Kommunale;1003276571;0490;55,85270605;12,45040872
281421;281422;Holstebro Kommunale Ungdomsskole, AKT-tilbud;Afdeling (underordnet enhed);Døesvej 54D;7500;Holstebro;9611 6750;hku@holstebro.dk;www.hk-ung.dk;1012;Folkeskoler;Grundskoler mv.;7;Søren Hinrichsen;29189927;661;Holstebro Kommune;661;Holstebro Kommune;1082;Region Midtjylland;2;Kommunale;1003345646;1324;56,37043077;8,60818943
;281437;Ringkøbing Skole;Hovedskole (institution med enheder);Rindumvej 1;6950;Ringkøbing;9974 2500;ringkobingskole@rksk.dk;www.ringkobingskole.dk;1012;Folkeskoler;Grundskoler mv.;9;;29189609;760;Ringkøbing-Skjern Kommune;760;Ringkøbing-Skjern Kommune;1082;Region Midtjylland;2;Kommunale;1003347510;1608;56,09556078;8,26856757
281437;667001;Ringkøbing Skole, afd.  Alkjær;Afdeling (underordnet enhed);Søibergsvej 3;6950;Ringkøbing;9974 1623;alkjaerskolen@rksk.dk;alkjaerskolen.aula.dk;1012;Folkeskoler;Grundskoler mv.;6;Gitte Hindø, viceskoleleder;29189609;760;Ringkøbing-Skjern Kommune;760;Ringkøbing-Skjern Kommune;1082;Region Midtjylland;2;Kommunale;1003347625;1998;56,08187445;8,26292096
281437;667008;Ringkøbing Skole, afd. Rindum;Afdeling (underordnet enhed);Rindumvej 1;6950;Ringkøbing;9974 2500;ringkobingskole@rksk.dk;ringkobingskole.rksk.dk;1012;Folkeskoler;Grundskoler mv.;9;Maria Willum Braae;29189609;760;Ringkøbing-Skjern Kommune;760;Ringkøbing-Skjern Kommune;1082;Region Midtjylland;2;Kommunale;1003347510;1608;56,09556078;8,26856757
;281474;Distrikt Ørestad;Hovedskole (institution med enheder);Arne Jacobsens Allé 21;2300;København S;3530 2310;oes@kk.dk;www.oer.kk.dk;1012;Folkeskoler;Grundskoler mv.;9;;64942212;101;Københavns Kommune;101;Københavns Kommune;1084;Region Hovedstaden;2;Kommunale;1003251417;0218;55,63111165;12,58144387
281474;280047;Ørestad Skole;Afdeling (underordnet enhed);Arne Jacobsens Allé 21;2300;København S;3530 2310;oes@kk.dk;www.oer.kk.dk;1012;Folkeskoler;Grundskoler mv.;9;Mette Nicolaisen;64942212;101;Københavns Kommune;101;Københavns Kommune;1084;Region Hovedstaden;2;Kommunale;1003251417;0218;55,63111165;12,58144387
281474;280491;Kalvebod Fælled Skole;Afdeling (underordnet enhed);Else Alfelts Vej 2;2300;København S;8256 6990;kfs@buf.kk.dk;www.kfs.kk.dk;1012;Folkeskoler;Grundskoler mv.;1;Maria Bælum;64942212;101;Københavns Kommune;101;Københavns Kommune;1084;Region Hovedstaden;2;Kommunale;1003255308;1514;55,6241183;12,56997621
281474;281349;Skolen på Hannemanns Allé;Afdeling (underordnet enhed);Else Alfelts Vej 2-4;2300;København S;8256 6990;sph@kk.dk;www.kk.dk;1012;Folkeskoler;Grundskoler mv.;9;Maria Bælum, konst.;64942212;101;Københavns Kommune;101;Københavns Kommune;1084;Region Hovedstaden;2;Kommunale;;1514;55,6241183;12,56997621
;281496;Læringshuset;Institution uden enheder;Skolebakken 1;2640;Hedehusene;4359 1000;laeringshuset@htk.dk;www.læringshuset.dk;1012;Folkeskoler;Grundskoler mv.;9;Casper Madsen;19501817;169;Høje-Taastrup Kommune;169;Høje-Taastrup Kommune;1084;Region Hovedstaden;2;Kommunale;1027510643;0003;55,64572836;12,20496531
;281527;Frelloskolen;Institution uden enheder;Ortenvej 64;6800;Varde;7994 7000;frelloskolen@varde.dk;;1012;Folkeskoler;Grundskoler mv.;9;Morten Møller Jensen;29189811;573;Varde Kommune;573;Varde Kommune;1083;Region Syddanmark;2;Kommunale;1026340132;6080;55,63229914;8,46781711
;281584;Bjerringbro Skole;Hovedskole (institution med enheder);Vestre Ringvej 11;8850;Bjerringbro;8787 2065;skole.egeskov@viborg.dk;bjerringbroskole-viborgskoler.aula.dk;1012;Folkeskoler;Grundskoler mv.;10;Karina Degryr Thomsen;29189846;791;Viborg Kommune;791;Viborg Kommune;1082;Region Midtjylland;2;Kommunale;1003368656;1822;56,37644178;9,63951487
281584;761002;Bjerringbro Skole (Koldskær);Afdeling (underordnet enhed);Koldskær 8;8850;Bjerringbro;8751 5400;skole.boegeskov@viborg.dk;bjerringbroskole-viborgskoler.aula.dk;1012;Folkeskoler;Grundskoler mv.;10;Karina Degryr Thomsen;29189846;791;Viborg Kommune;791;Viborg Kommune;1082;Region Midtjylland;2;Kommunale;1003368541;0829;56,36436089;9,66678457
281584;761008;Bjerringbro Skole (Vestre Ringvej);Afdeling (underordnet enhed);Vestre Ringvej 11;8850;Bjerringbro;8787 2065;skole.egeskov@viborg.dk;bjerringbroskole-viborgskoler.aula.dk;1012;Folkeskoler;Grundskoler mv.;10;Karina Degryr Thomsen;29189846;791;Viborg Kommune;791;Viborg Kommune;1082;Region Midtjylland;2;Kommunale;1003368656;1822;56,37644178;9,63951487
;281589;Greve 10. klasse;Institution uden enheder;Rådhusholmen 14;2670;Greve;6051 8196;jano@greve.dk;www.greve.dk;1012;Folkeskoler;Grundskoler mv.;10;Jacob Nørskov;33487789;253;Greve Kommune;253;Greve Kommune;1085;Region Sjælland;2;Kommunale;1003285052;7158;55,58216775;12,28889493
;281603;Hindsholms børn & unge;Hovedskole (institution med enheder);Dalby Bygade 5;5380;Dalby;6515 1580;hindsholmsbornogunge@kerteminde.dk;hindsholmsbornogunge.aula.dk;1012;Folkeskoler;Grundskoler mv.;10;Søs Løkke;29189706;440;Kerteminde Kommune;440;Kerteminde Kommune;1083;Region Syddanmark;2;Kommunale;1003312400;0113;55,51790676;10,65826138
281603;281604;Mesingeskolen;Afdeling (underordnet enhed);Mesinge Bygade 51;5370;Mesinge;6515 1590;hindsholmsbornogunge@kerteminde.dk;hindsholmsbornogunge.aula.dk;1012;Folkeskoler;Grundskoler mv.;9;Søs Løkke;29189706;440;Kerteminde Kommune;440;Kerteminde Kommune;1083;Region Syddanmark;2;Kommunale;1016193654;0437;55,5015195;10,64730028
281603;439001;Hindsholmskolen;Afdeling (underordnet enhed);Dalby Bygade 5;5380;Dalby;6515 1580;hindsholmsbornogunge@kerteminde.dk;hindsholmsbornogunge.aula.dk;1012;Folkeskoler;Grundskoler mv.;9;Søs Løkke;29189706;440;Kerteminde Kommune;440;Kerteminde Kommune;1083;Region Syddanmark;2;Kommunale;1003312400;0113;55,51790676;10,65826138
;281607;Absalon og Orø Skole;Hovedskole (institution med enheder);Vandtårnsvej 3;4300;Holbæk;7236 7010;Bao@holb.dk;absalonskolen.dk;1012;Folkeskoler;Grundskoler mv.;9;Michael Larsen;29189447;316;Holbæk Kommune;316;Holbæk Kommune;1085;Region Sjælland;2;Kommunale;1003292757;1804;55,71048636;11,70069905
281607;315002;Orø Børnehus og Skole;Afdeling (underordnet enhed);Bygaden 50;4305;Orø;7236 7010;Bao@holb.dk;absalonskolen.dk;1012;Folkeskoler;Grundskoler mv.;6;Michael Larsen;29189447;316;Holbæk Kommune;316;Holbæk Kommune;1085;Region Sjælland;2;Kommunale;1003292691;0222;55,76672207;11,80711702
281607;315021;Absalonskolen;Afdeling (underordnet enhed);Vandtårnsvej 3;4300;Holbæk;7236 7010;Bao@holb.dk;absalonskolen.dk;1012;Folkeskoler;Grundskoler mv.;9;Michael Larsen;29189447;316;Holbæk Kommune;316;Holbæk Kommune;1085;Region Sjælland;2;Kommunale;1003292757;1804;55,71048636;11,70069905
